[ 6 23 35 32 47 2 41 6 20 19 0 39 46 8 7 17 30 15 1 4 44 9 18 37 41 31 47 9 34 26 1 38 41 18 40 13 21 42 15 19 17 40 32 27 37 11 41 17 11 30 ]
[ 41 11 19 7 12 19 24 26 20 35 39 0 18 39 28 3 41 50 42 22 17 45 45 34 8 36 40 43 43 6 3 11 24 19 10 4 21 9 15 42 46 39 47 18 6 9 8 48 39 31 ]
[ 49 40 31 9 11 42 30 49 37 25 46 18 0 15 14 20 7 26 22 16 15 7 50 17 12 2 16 20 18 6 50 48 41 39 28 34 14 20 11 24 16 17 28 25 14 2 16 16 24 10 ]
[ 10 40 15 45 13 27 38 26 48 27 8 39 15 0 15 45 18 35 21 46 34 29 32 30 18 17 35 46 26 42 34 4 37 13 46 35 8 13 11 36 32 6 43 28 31 48 6 14 2 8 ]
[ 45 44 2 10 7 36 1 29 35 31 7 28 14 15 0 8 47 10 42 12 37 35 37 9 50 33 8 49 16 5 41 19 5 13 22 6 20 50 2 24 39 49 47 30 44 50 7 37 41 30 ]
[ 33 19 36 30 26 23 1 8 4 33 17 3 20 45 8 0 10 36 45 13 3 38 50 42 50 5 24 37 50 46 39 21 43 36 16 6 38 10 48 41 27 33 30 40 43 38 30 8 16 38 ]
[ 39 40 34 39 43 20 41 38 35 38 30 41 7 18 47 10 0 21 32 7 6 4 33 43 23 4 49 38 24 45 5 32 18 43 4 7 31 24 4 11 30 18 11 35 14 26 41 15 13 48 ]
[ 35 8 5 24 2 45 40 39 31 32 15 50 26 35 10 36 21 0 13 28 43 27 43 10 22 23 18 14 32 46 30 35 36 16 34 23 18 45 1 10 33 43 13 35 28 9 37 21 17 5 ]
[ 7 42 11 14 47 14 17 14 28 30 1 42 22 21 42 45 32 13 0 46 26 29 20 14 1 50 44 26 29 32 24 2 8 2 17 30 28 48 38 10 16 47 30 35 34 45 50 49 7 21 ]
[ 17 46 39 46 7 16 13 18 46 35 4 22 16 46 12 13 7 28 46 0 11 10 11 8 33 48 40 50 47 33 31 5 33 12 42 21 39 31 43 19 31 9 37 4 18 44 19 33 50 42 ]
[ 5 21 8 19 30 37 1 10 24 43 44 17 15 34 37 3 6 43 26 11 0 21 11 7 37 41 36 19 27 25 13 48 16 16 48 46 4 44 20 27 49 33 7 39 5 19 16 17 43 7 ]
[ 38 6 38 40 28 32 36 47 45 17 9 45 7 29 35 38 4 27 29 10 21 0 38 12 8 7 7 1 32 24 44 1 9 31 48 29 6 41 46 8 34 12 40 16 46 12 4 9 12 33 ]
[ 11 42 25 1 46 13 31 12 47 1 18 45 50 32 37 50 33 43 20 11 11 38 0 37 9 1 33 46 43 49 1 30 7 40 39 15 49 26 36 45 48 2 2 39 27 21 39 45 5 33 ]
[ 34 9 47 11 31 18 24 6 47 45 37 34 17 30 9 42 43 10 14 8 7 12 37 0 12 16 19 39 2 5 16 39 38 34 49 38 23 7 8 33 5 19 41 46 12 38 43 23 4 44 ]
[ 50 25 28 35 50 49 35 36 28 1 41 8 12 18 50 50 23 22 1 33 37 8 9 12 0 34 39 21 15 3 4 1 32 31 36 14 22 10 13 8 26 43 25 4 13 39 7 35 25 45 ]
[ 43 18 23 37 47 33 13 13 35 47 31 36 2 17 33 5 4 23 50 48 41 7 1 16 34 0 8 11 18 41 18 48 3 49 21 33 5 45 24 40 10 41 10 39 17 10 19 5 14 49 ]
[ 37 26 46 1 3 33 11 42 28 46 47 40 16 35 8 24 49 18 44 40 36 7 33 19 39 8 0 50 43 1 28 2 7 3 29 9 24 47 40 19 18 9 7 17 26 26 33 19 7 45 ]
[ 14 31 44 44 43 32 30 32 31 15 9 43 20 46 49 37 38 14 26 50 19 1 46 39 21 11 50 0 23 17 32 17 8 15 14 37 15 10 21 13 21 45 38 10 9 1 35 11 27 46 ]
[ 25 5 41 35 24 18 7 7 44 3 34 43 18 26 16 50 24 32 29 47 27 32 43 2 15 18 43 23 0 37 3 41 40 21 40 45 36 13 8 8 45 6 14 34 44 35 22 43 23 6 ]
[ 46 43 3 24 11 33 50 12 23 29 26 6 6 42 5 46 45 46 32 33 25 24 49 5 3 41 1 17 37 0 12 45 11 29 48 24 14 33 26 31 49 45 14 36 47 20 24 41 49 44 ]
[ 11 27 44 39 31 11 43 23 50 20 1 3 50 34 41 39 5 30 24 31 13 44 1 16 4 18 28 32 3 12 0 33 30 40 50 46 19 40 47 49 37 21 6 9 30 8 34 44 38 6 ]
[ 22 36 23 47 39 31 41 37 14 3 38 11 48 4 19 21 32 35 2 5 48 1 30 39 1 48 2 17 41 45 33 0 3 47 34 4 40 27 37 1 21 18 11 49 44 26 24 1 37 18 ]
[ 10 19 37 30 50 24 45 29 37 30 41 24 41 37 5 43 18 36 8 33 16 9 7 38 32 3 7 8 40 11 30 3 0 17 21 43 14 5 38 50 20 1 13 14 32 36 47 6 16 29 ]
[ 17 17 45 32 17 25 4 31 6 19 18 19 39 13 13 36 43 16 2 12 16 31 40 34 31 49 3 15 21 29 40 47 17 0 14 33 1 11 32 4 32 48 19 20 50 14 37 15 34 10 ]
[ 7 4 21 33 4 13 39 3 16 17 40 10 28 46 22 16 4 34 17 42 48 48 39 49 36 21 29 14 40 48 50 34 21 14 0 40 34 28 30 18 36 9 43 22 41 14 41 1 14 16 ]
[ 14 44 50 29 13 43 40 48 38 1 13 4 34 35 6 6 7 23 30 21 46 29 15 38 14 33 9 37 45 24 46 4 43 33 40 0 38 44 31 10 4 20 45 45 22 45 16 7 48 40 ]
[ 17 27 48 23 11 15 46 14 50 7 21 21 14 8 20 38 31 18 28 39 4 6 49 23 22 5 24 15 36 14 19 40 14 1 34 38 0 26 26 14 14 12 39 35 29 6 26 1 17 49 ]
[ 22 50 5 29 31 13 44 6 13 6 42 9 20 13 50 10 24 45 48 31 44 41 26 7 10 45 47 10 13 33 40 27 5 11 28 44 26 0 36 4 30 38 19 1 18 6 28 5 48 47 ]
[ 33 30 36 19 5 9 7 41 39 46 15 15 11 11 2 48 4 1 38 43 20 46 36 8 13 24 40 21 8 26 47 37 38 32 30 31 26 36 0 20 14 19 28 33 14 21 40 24 40 47 ]
[ 28 3 46 31 32 34 8 23 49 36 19 42 24 36 24 41 11 10 10 19 27 8 45 33 8 40 19 13 8 31 49 1 50 4 18 10 14 4 20 0 32 11 12 5 35 24 35 6 19 25 ]
[ 42 35 3 46 26 8 38 21 48 38 17 46 16 32 39 27 30 33 16 31 49 34 48 5 26 10 18 21 45 49 37 21 20 32 36 4 14 30 14 32 0 3 32 7 7 7 37 33 23 48 ]
[ 11 45 43 34 30 19 33 39 12 49 40 39 17 6 49 33 18 43 47 9 33 12 2 19 43 41 9 45 6 45 21 18 1 48 9 20 12 38 19 11 3 0 38 37 3 46 23 4 25 31 ]
[ 4 1 27 22 2 42 24 25 38 49 32 47 28 43 47 30 11 13 30 37 7 40 2 41 25 10 7 38 14 14 6 11 13 19 43 45 39 19 28 12 32 38 0 49 50 18 24 31 14 7 ]
[ 8 15 36 44 7 36 41 48 20 20 27 18 25 28 30 40 35 35 35 4 39 16 39 46 4 39 17 10 34 36 9 49 14 20 22 45 35 1 33 5 7 37 49 0 18 5 30 23 46 3 ]
[ 9 5 25 24 20 7 44 26 23 7 37 6 14 31 44 43 14 28 34 18 5 46 27 12 13 17 26 9 44 47 30 44 32 50 41 22 29 18 14 35 7 3 50 18 0 13 33 23 8 1 ]
[ 15 27 31 39 17 25 17 7 40 46 11 9 2 48 50 38 26 9 45 44 19 12 21 38 39 10 26 1 35 20 8 26 36 14 14 45 6 6 21 24 7 46 18 5 13 0 3 35 1 17 ]
[ 16 39 39 11 22 28 41 12 47 15 41 8 16 6 7 30 41 37 50 19 16 4 39 43 7 19 33 35 22 24 34 24 47 37 41 16 26 28 40 35 37 23 24 30 33 3 0 40 29 2 ]
[ 22 2 34 15 18 17 46 15 45 35 17 48 16 14 37 8 15 21 49 33 17 9 45 23 35 5 19 11 43 41 44 1 6 15 1 7 1 5 24 6 33 4 31 23 23 35 40 0 16 40 ]
[ 31 26 12 30 10 20 21 26 37 34 11 39 24 2 41 16 13 17 7 50 43 12 5 4 25 14 7 27 23 49 38 37 16 34 14 48 17 48 40 19 23 25 14 46 8 1 29 16 0 24 ]
[ 12 40 42 30 32 23 4 15 17 10 30 31 10 8 30 38 48 5 21 42 7 33 33 44 45 49 45 46 6 44 6 18 29 10 16 40 49 47 47 25 48 31 7 3 1 17 2 40 24 0 ]
 ];

