[ 11 23 19 15 1 17 44 40 21 10 0 37 41 36 11 33 5 26 43 23 47 1 31 34 36 33 24 49 23 45 47 47 10 43 32 37 32 27 23 33 34 47 3 8 47 5 33 10 40 8 47 42 20 48 24 25 23 8 5 49 26 49 32 45 50 2 25 40 4 46 16 22 19 41 32 48 37 39 40 19 32 28 16 10 45 14 15 25 6 37 5 23 10 20 31 33 39 27 28 24 ]
[ 15 27 21 36 46 16 15 37 41 43 37 0 36 24 17 19 32 9 31 42 33 40 42 30 11 17 5 41 22 6 49 7 15 14 36 44 32 28 39 3 43 27 9 41 41 50 34 48 32 35 36 36 47 4 30 7 11 19 42 11 47 6 14 18 11 1 34 35 31 46 38 12 36 45 13 38 42 48 10 34 13 9 38 50 34 5 22 34 18 18 25 9 45 19 37 29 11 5 44 50 ]
[ 18 9 29 13 37 21 21 38 44 47 41 36 0 3 35 44 15 10 4 41 49 31 19 31 28 11 36 5 32 45 32 11 24 1 24 37 33 8 36 9 24 10 25 34 29 27 24 14 42 6 27 9 42 6 38 5 50 35 22 24 25 23 47 13 25 29 11 13 20 21 22 26 4 49 17 18 25 43 30 31 33 35 3 12 49 50 35 39 18 21 13 38 39 33 36 6 12 11 6 9 ]
[ 46 45 18 6 13 47 4 39 47 7 36 24 3 0 19 29 28 16 13 40 15 34 4 24 46 50 37 12 17 32 27 44 42 42 8 21 36 14 21 15 13 18 37 34 3 3 48 44 27 42 48 37 10 40 16 7 43 18 37 47 11 20 47 48 6 2 32 42 14 13 41 26 17 12 49 32 26 24 33 14 18 12 17 16 46 35 41 28 8 50 6 44 33 37 42 6 1 46 13 42 ]
[ 16 18 13 29 27 20 32 20 7 42 11 17 35 19 0 47 27 19 12 31 11 43 5 30 28 22 27 34 50 45 46 15 34 30 47 7 43 49 30 32 39 11 36 22 35 34 12 39 6 4 11 49 39 26 41 48 19 31 45 10 34 45 44 3 41 28 15 31 23 25 11 18 35 28 43 24 46 40 27 7 25 38 23 43 25 43 13 21 3 46 49 26 33 48 9 46 16 4 31 22 ]
[ 37 44 39 19 29 5 18 46 1 41 33 19 44 29 47 0 28 50 49 44 40 13 38 14 32 48 36 50 27 11 46 3 23 15 3 2 43 18 44 11 43 27 34 1 45 6 47 42 13 40 9 44 3 13 45 24 21 23 31 35 44 26 24 14 5 12 48 19 3 18 20 6 41 29 39 10 32 2 46 35 20 4 25 29 38 10 12 40 1 32 17 11 28 49 19 32 23 30 23 26 ]
[ 24 29 6 12 20 47 22 9 50 45 5 32 15 28 27 28 0 7 4 27 35 21 7 22 11 48 26 36 25 29 48 4 12 28 28 21 12 36 41 43 28 49 42 26 28 10 1 22 50 14 20 18 16 12 46 33 15 31 20 10 5 6 39 15 1 41 27 38 5 43 50 6 39 34 13 26 28 31 3 37 14 35 20 12 41 16 27 33 44 6 16 25 14 31 41 41 31 49 47 8 ]
[ 43 11 32 6 2 29 19 38 7 2 26 9 10 16 19 50 7 0 43 38 26 46 25 49 28 18 32 38 11 5 19 20 10 47 23 39 18 26 9 12 15 43 45 1 6 40 18 44 35 4 38 1 33 18 13 43 38 13 33 30 2 24 27 38 22 16 49 40 38 7 21 36 8 1 7 4 38 38 32 23 32 11 45 30 42 27 23 18 43 9 48 37 19 23 33 43 39 11 7 22 ]
[ 40 22 17 2 23 21 42 13 47 34 43 31 4 13 12 49 4 43 0 50 9 13 38 13 12 49 9 28 32 20 9 11 38 21 47 12 7 33 1 22 35 41 38 37 38 13 13 38 19 27 38 39 2 49 42 7 47 46 43 27 4 29 39 3 16 43 35 20 22 6 10 32 48 19 44 23 30 19 9 37 39 8 11 39 36 40 26 27 19 45 48 16 20 15 13 34 36 33 22 26 ]
[ 20 30 4 13 28 33 44 3 50 25 23 42 41 40 31 44 27 38 50 0 49 41 24 12 8 50 5 49 38 8 22 10 26 26 8 41 16 40 21 19 15 21 42 44 40 48 20 45 41 30 18 7 15 22 35 48 4 9 8 40 2 19 9 37 21 39 41 40 48 10 47 35 47 18 16 28 36 16 38 8 30 24 47 30 47 29 45 34 40 18 11 12 40 48 33 31 15 23 48 48 ]
[ 41 44 34 5 36 21 3 26 24 24 47 33 49 15 11 40 35 26 9 49 0 41 42 27 43 40 34 11 39 38 7 35 25 40 2 46 20 32 38 13 36 37 30 2 43 8 25 24 25 39 16 36 4 25 17 11 20 34 50 33 18 30 30 14 21 14 37 38 41 15 9 22 20 12 13 41 12 1 15 41 33 35 25 50 2 6 47 9 32 9 12 24 34 46 44 13 26 46 12 20 ]
[ 24 21 33 20 36 18 4 23 23 12 1 40 31 34 43 13 21 46 13 41 41 0 40 26 6 13 12 39 18 3 35 27 44 26 40 29 17 3 4 22 9 35 35 17 35 47 7 41 3 19 46 29 21 9 46 36 5 48 17 27 8 23 19 44 10 39 41 26 47 29 29 37 45 28 14 1 6 50 40 37 12 39 1 50 47 20 4 11 40 27 30 39 36 28 27 47 3 24 20 34 ]
[ 15 5 42 26 16 5 16 5 35 28 31 42 19 4 5 38 7 25 38 24 42 40 0 11 27 38 1 49 2 43 25 48 10 23 34 10 18 18 1 34 10 47 32 19 32 41 30 39 15 15 38 33 21 49 39 25 32 1 1 1 34 50 43 4 37 2 9 18 2 31 49 19 16 49 33 40 18 4 2 23 32 48 39 30 12 47 13 45 13 25 15 33 16 36 45 43 2 15 37 14 ]
[ 12 24 23 23 48 7 50 7 36 6 34 30 31 24 30 14 22 49 13 12 27 26 11 0 17 2 24 23 35 34 33 36 10 50 33 1 22 36 18 25 6 32 1 3 24 1 50 47 50 31 5 36 1 13 4 36 17 48 13 14 41 2 23 42 7 49 21 47 28 5 28 19 50 24 40 1 49 12 4 21 32 4 48 23 23 18 1 17 7 24 36 18 38 18 1 47 17 13 35 32 ]
[ 24 33 35 23 44 37 5 17 29 1 36 11 28 46 28 32 11 28 12 8 43 6 27 17 0 38 11 41 33 21 25 3 10 32 41 35 17 9 41 11 11 39 34 47 48 6 3 38 11 37 34 28 19 10 49 22 12 13 10 29 8 32 28 27 5 15 23 10 49 17 33 49 18 3 2 10 17 31 17 5 7 24 46 30 45 5 2 37 37 47 40 16 20 32 14 43 37 45 22 25 ]
[ 37 11 40 9 22 12 32 23 21 36 33 17 11 50 22 48 48 18 49 50 40 13 38 2 38 0 39 15 38 28 18 50 20 16 20 18 44 12 28 6 26 28 31 23 8 21 1 20 38 4 50 45 37 37 37 23 23 16 13 8 40 12 10 49 45 25 18 45 14 14 46 49 25 31 43 47 18 48 47 29 4 4 9 35 28 26 45 5 26 12 34 3 1 21 32 11 42 25 9 44 ]
[ 47 19 33 2 19 18 10 41 22 22 24 5 36 37 27 36 26 32 9 5 34 12 1 24 11 39 0 37 44 35 13 19 32 6 3 4 45 26 38 50 47 12 27 49 3 40 15 17 45 28 46 12 39 38 33 43 3 13 9 17 17 27 10 1 28 19 9 30 1 28 20 13 35 27 39 35 49 30 32 45 16 34 6 30 17 17 25 17 43 7 28 12 9 16 48 17 50 2 10 40 ]
[ 45 18 38 44 35 31 29 38 16 9 49 41 5 12 34 50 36 38 28 49 11 39 49 23 41 15 37 0 12 20 40 15 48 21 11 40 9 18 46 24 1 37 45 25 43 11 5 47 46 7 20 5 45 24 15 29 46 14 23 25 40 15 31 15 12 12 14 40 43 50 29 30 41 37 33 37 18 45 30 15 39 28 32 22 38 4 22 31 6 50 43 13 48 29 16 3 17 10 32 12 ]
[ 42 26 1 13 19 8 38 19 44 14 23 22 32 17 50 27 25 11 32 38 39 18 2 35 33 38 44 12 0 49 2 30 33 1 26 1 6 36 2 28 40 24 12 23 43 36 5 37 22 28 29 47 44 27 37 39 23 36 38 9 9 21 7 5 10 28 45 44 1 23 18 14 1 45 31 42 1 11 25 29 42 23 43 39 19 48 42 34 23 4 46 41 6 42 21 4 5 29 22 12 ]
[ 48 36 26 44 23 21 21 27 38 2 45 6 45 32 45 11 29 5 20 8 38 3 43 34 21 28 35 20 49 0 15 20 49 16 1 47 21 23 13 37 7 7 7 37 41 24 7 9 15 50 45 39 17 45 25 40 16 17 46 4 32 31 44 48 31 9 42 10 50 25 46 16 12 11 11 37 49 15 20 4 49 50 33 50 50 38 37 33 10 18 20 49 27 16 30 39 12 18 29 47 ]
[ 14 18 11 10 19 18 14 9 45 44 47 49 32 27 46 46 48 19 9 22 7 35 25 33 25 18 13 40 2 15 0 17 26 20 31 1 12 5 39 8 34 29 29 40 6 36 2 22 36 39 49 31 32 38 32 1 45 9 19 13 37 18 26 13 38 50 12 4 35 46 6 41 35 21 11 39 31 17 35 35 49 47 43 16 40 6 18 40 38 43 48 3 32 1 47 27 9 29 3 13 ]
[ 18 14 36 19 43 14 39 2 23 14 47 7 11 44 15 3 4 20 11 10 35 27 48 36 3 50 19 15 30 20 17 0 6 16 13 48 9 2 12 40 12 11 39 16 11 38 31 43 41 21 31 19 31 31 11 39 5 12 22 26 5 36 19 46 8 29 25 21 8 44 29 18 31 40 11 10 8 32 21 15 12 7 19 24 20 31 44 4 20 40 37 37 44 15 35 41 39 23 38 31 ]
[ 7 33 30 42 32 50 30 14 18 1 10 15 24 42 34 23 12 10 38 26 25 44 10 10 10 20 32 48 33 49 26 6 0 1 34 35 18 22 21 22 31 9 9 4 3 26 13 18 38 26 7 10 44 34 23 28 34 22 32 25 32 34 12 6 38 46 47 17 31 32 20 50 41 49 29 21 14 16 9 40 29 19 22 22 21 22 2 7 29 23 42 24 39 12 7 12 10 5 4 16 ]
[ 35 32 46 9 20 8 2 23 6 46 43 14 1 42 30 15 28 47 21 26 40 26 23 50 32 16 6 21 1 16 20 16 1 0 25 28 36 14 20 9 39 17 22 27 47 38 24 32 18 18 33 29 35 6 36 4 28 13 44 1 31 22 40 8 6 41 6 1 8 46 14 41 39 15 39 45 40 19 4 5 32 48 3 29 27 43 9 31 34 28 19 17 33 35 22 28 37 17 42 35 ]
[ 14 40 16 45 11 38 39 50 28 22 32 36 24 8 47 3 28 23 47 8 2 40 34 33 41 20 3 11 26 1 31 13 34 25 0 5 6 22 27 14 1 8 38 33 25 3 11 43 4 50 43 39 34 28 46 35 23 31 36 12 33 27 14 37 38 25 39 48 3 32 1 28 43 34 19 3 30 9 16 7 35 41 6 39 33 6 36 41 30 26 5 42 13 15 28 24 19 22 16 20 ]
[ 15 45 5 32 22 48 10 39 25 11 37 44 37 21 7 2 21 39 12 41 46 29 10 1 35 18 4 40 1 47 1 48 35 28 5 0 4 28 26 1 48 46 47 42 5 5 35 43 2 41 19 22 6 25 24 40 44 16 9 18 45 22 48 46 37 22 21 26 40 47 46 29 50 37 19 37 30 33 4 5 25 35 2 46 4 48 49 5 36 23 27 21 33 48 21 48 6 45 43 8 ]
[ 5 41 22 50 42 50 24 30 27 31 32 32 33 36 43 43 12 18 7 16 20 17 18 22 17 44 45 9 6 21 12 9 18 36 6 4 0 15 46 40 13 48 41 13 20 35 44 28 2 40 18 12 18 47 2 6 37 26 39 1 47 24 4 38 48 38 2 17 7 33 9 26 41 48 4 14 1 30 18 32 34 47 14 32 36 40 46 15 27 25 13 3 12 8 25 2 38 50 6 6 ]
[ 35 31 26 46 1 17 9 36 22 27 27 28 8 14 49 18 36 26 33 40 32 3 18 36 9 12 26 18 36 23 5 2 22 14 22 28 15 0 5 48 13 22 15 33 39 35 27 5 46 37 24 25 2 27 3 30 42 25 24 43 39 46 28 48 45 42 31 37 45 1 29 28 45 25 44 18 13 39 11 17 5 19 45 26 17 40 29 23 4 12 33 31 23 47 35 19 21 22 21 20 ]
[ 31 46 36 36 38 18 24 41 27 21 23 39 36 21 30 44 41 9 1 21 38 4 1 18 41 28 38 46 2 13 39 12 21 20 27 26 46 5 0 48 47 31 28 35 41 1 35 27 34 31 17 20 19 17 21 24 45 43 21 6 14 39 23 36 21 25 46 26 31 48 27 2 49 6 32 35 33 2 43 33 31 40 26 14 10 45 30 43 31 41 7 15 43 31 29 19 22 18 39 1 ]
[ 17 16 42 46 34 25 33 38 7 19 33 3 9 15 32 11 43 12 22 19 13 22 34 25 11 6 50 24 28 37 8 40 22 9 14 1 40 48 48 0 23 49 24 24 49 18 50 21 11 45 49 1 41 25 1 9 22 48 32 15 14 20 26 25 17 28 23 11 12 47 43 34 8 40 4 38 32 34 13 17 27 34 47 30 4 12 4 6 28 41 27 9 22 26 33 18 7 32 2 17 ]
[ 8 23 47 28 40 41 19 30 46 43 34 43 24 13 39 43 28 15 35 15 36 9 10 6 11 26 47 1 40 7 34 12 31 39 1 48 13 13 47 23 0 8 5 11 49 7 49 7 39 18 47 37 35 17 46 41 43 30 34 39 50 16 18 35 39 27 34 49 39 41 35 32 5 19 44 30 37 9 8 20 33 10 34 10 38 21 4 48 4 9 29 20 46 30 33 17 30 5 18 7 ]
[ 5 32 5 5 4 11 29 4 42 49 47 27 10 18 11 27 49 43 41 21 37 35 47 32 39 28 12 37 24 7 29 11 9 17 8 46 48 22 31 49 8 0 27 23 13 21 18 50 35 40 25 10 47 15 33 13 7 31 49 31 2 3 47 28 3 14 41 30 46 31 32 1 8 41 11 15 3 45 6 16 6 38 45 37 44 42 34 12 35 43 49 8 25 13 19 36 26 38 47 39 ]
[ 16 40 46 45 18 50 7 5 43 5 3 9 25 37 36 34 42 45 38 42 30 35 32 1 34 31 27 45 12 7 29 39 9 22 38 47 41 15 28 24 5 27 0 48 37 48 38 16 33 21 20 34 6 29 50 32 22 29 15 2 1 23 33 30 36 9 13 21 24 6 25 8 23 14 7 4 17 12 30 13 29 50 29 44 11 3 40 48 47 23 4 9 30 46 9 20 39 50 47 11 ]
[ 14 41 40 30 45 15 15 37 6 6 8 41 34 34 22 1 26 1 37 44 2 17 19 3 47 23 49 25 23 37 40 16 4 27 33 42 13 33 35 24 11 23 48 0 11 28 15 42 20 32 4 24 35 19 50 12 23 20 13 23 35 45 22 45 23 26 35 7 35 10 16 33 39 32 30 13 8 23 7 11 25 3 30 2 46 13 28 12 47 21 40 31 8 7 40 2 12 20 34 35 ]
[ 37 24 47 7 27 8 11 46 2 27 47 41 29 3 35 45 28 6 38 40 43 35 32 24 48 8 3 43 43 41 6 11 3 47 25 5 20 39 41 49 49 13 37 11 0 37 23 32 35 30 6 16 26 25 9 22 11 40 35 31 32 11 37 24 31 50 27 2 17 10 10 26 43 19 5 41 41 8 42 21 47 24 31 44 35 1 48 48 33 40 4 22 40 34 8 43 18 29 36 8 ]
[ 17 10 3 23 14 35 17 13 38 10 5 50 27 3 34 6 10 40 13 48 8 47 41 1 6 21 40 11 36 24 36 38 26 38 3 5 35 35 1 18 7 21 48 28 37 0 18 1 4 22 28 9 38 35 45 29 31 43 42 15 19 36 16 6 2 23 31 36 15 27 33 20 29 1 48 38 15 40 46 50 9 15 36 4 21 10 10 8 11 15 7 13 40 42 16 43 48 39 48 48 ]
[ 26 45 25 44 30 19 3 49 13 16 33 34 24 48 12 47 1 18 13 20 25 7 30 50 3 1 15 5 5 7 2 31 13 24 11 35 44 27 35 50 49 18 38 15 23 18 0 34 1 15 42 11 1 2 5 43 46 10 14 3 44 49 45 47 17 10 13 35 10 46 14 43 3 39 36 15 21 42 46 41 17 42 23 12 41 2 2 46 4 32 2 47 15 27 50 21 36 24 20 28 ]
[ 44 31 10 14 28 39 5 29 35 14 10 48 14 44 39 42 22 44 38 45 24 41 39 47 38 20 17 47 37 9 22 43 18 32 43 43 28 5 27 21 7 50 16 42 32 1 34 0 4 38 37 11 11 50 23 36 29 6 36 13 33 37 48 46 10 31 44 20 49 29 40 32 41 42 5 7 6 27 6 16 44 43 47 43 45 17 49 37 17 41 45 42 33 45 18 2 42 34 41 40 ]
[ 27 40 18 37 10 11 12 38 5 25 40 32 42 27 6 13 50 35 19 41 25 3 15 50 11 38 45 46 22 15 36 41 38 18 4 2 2 46 34 11 39 35 33 20 35 4 1 4 0 26 35 1 26 47 12 21 27 31 47 25 14 46 11 38 48 16 7 17 38 27 20 36 21 17 27 21 49 31 41 48 32 35 38 39 29 13 2 45 44 25 28 35 30 30 38 8 28 11 35 31 ]
[ 17 5 49 30 43 11 41 25 39 46 8 35 6 42 4 40 14 4 27 30 39 19 15 31 37 4 28 7 28 50 39 21 26 18 50 41 40 37 31 45 18 40 21 32 30 22 15 38 26 0 8 23 27 49 49 20 29 4 39 38 43 43 42 38 24 48 11 14 44 40 2 45 49 21 47 9 42 30 30 7 21 34 25 19 32 29 17 21 44 41 20 4 29 31 32 25 16 25 24 34 ]
[ 32 4 1 32 37 14 27 25 49 48 47 36 27 48 11 9 20 38 38 18 16 46 38 5 34 50 46 20 29 45 49 31 7 33 43 19 18 24 17 49 47 25 20 4 6 28 42 37 35 8 0 39 40 42 12 21 1 46 47 6 43 46 28 30 14 16 50 28 41 22 47 26 40 14 38 30 41 35 20 24 27 12 19 5 24 28 17 36 8 28 7 41 21 17 38 20 11 4 35 34 ]
[ 14 3 22 45 6 21 32 41 45 41 42 36 9 37 49 44 18 1 39 7 36 29 33 36 28 45 12 5 47 39 31 19 10 29 39 22 12 25 20 1 37 10 34 24 16 9 11 11 1 23 39 0 40 1 33 20 4 13 16 11 35 43 13 4 35 25 46 25 24 21 17 37 31 31 45 12 49 11 44 19 35 6 26 32 7 22 15 14 13 39 35 16 39 41 48 22 50 47 44 14 ]
[ 49 30 28 19 43 5 35 39 6 22 20 47 42 10 39 3 16 33 2 15 4 21 21 1 19 37 39 45 44 17 32 31 44 35 34 6 18 2 19 41 35 47 6 35 26 38 1 11 26 27 40 40 0 10 22 26 17 15 9 8 20 39 39 40 18 33 2 27 38 6 30 46 48 22 21 20 25 43 10 34 29 33 7 9 22 37 1 39 42 30 47 33 27 17 23 42 13 19 11 14 ]
[ 17 43 41 26 1 38 20 4 9 37 48 4 6 40 26 13 12 18 49 22 25 9 49 13 10 37 38 24 27 45 38 31 34 6 28 25 47 27 17 25 17 15 29 19 25 35 2 50 47 49 42 1 10 0 45 30 2 30 35 9 15 13 50 26 32 44 22 29 1 20 17 3 42 17 8 28 46 26 15 26 18 38 18 38 25 15 22 13 25 15 46 29 44 4 40 50 28 25 26 23 ]
[ 40 41 18 33 17 50 11 36 49 27 24 30 38 16 41 45 46 13 42 35 17 46 39 4 49 37 33 15 37 25 32 11 23 36 46 24 2 3 21 1 46 33 50 50 9 45 5 23 12 49 12 33 22 45 0 5 4 44 32 28 45 12 12 4 23 4 27 40 5 34 31 41 32 50 24 1 42 20 26 33 20 17 48 33 26 21 38 16 10 36 34 49 9 29 13 32 35 40 28 48 ]
[ 31 15 44 21 33 7 34 29 43 10 25 7 5 7 48 24 33 43 7 48 11 36 25 36 22 23 43 29 39 40 1 39 28 4 35 40 6 30 24 9 41 13 32 12 22 29 43 36 21 20 21 20 26 30 5 0 49 27 10 7 2 35 23 33 5 28 50 22 47 9 22 39 49 14 47 16 22 10 8 42 45 18 25 28 19 7 22 26 25 26 42 7 33 13 27 20 30 41 44 12 ]
[ 49 8 9 26 35 46 6 27 17 42 23 11 50 43 19 21 15 38 47 4 20 5 32 17 12 23 3 46 23 16 45 5 34 28 23 44 37 42 45 22 43 7 22 23 11 31 46 29 27 29 1 4 17 2 4 49 0 29 38 18 38 2 12 44 20 42 48 15 18 4 27 39 36 10 15 40 41 28 50 4 6 23 50 20 14 9 46 39 34 47 33 41 35 12 36 40 11 39 49 11 ]
[ 41 25 24 29 2 21 10 45 9 49 8 19 35 18 31 23 31 13 46 9 34 48 1 48 13 16 13 14 36 17 9 12 22 13 31 16 26 25 43 48 30 31 29 20 40 43 10 6 31 4 46 13 15 30 44 27 29 0 29 50 15 25 38 39 19 8 13 38 12 45 49 21 20 8 42 12 42 23 40 30 7 18 13 25 26 28 48 31 2 29 46 32 9 13 35 12 11 46 4 34 ]
[ 1 21 36 43 46 33 33 16 34 24 5 42 22 37 45 31 20 33 43 8 50 17 1 13 10 13 9 23 38 46 19 22 32 44 36 9 39 24 21 32 34 49 15 13 35 42 14 36 47 39 47 16 9 35 32 10 38 29 0 22 43 10 20 10 34 9 42 48 11 41 29 1 34 9 31 21 22 15 16 48 45 8 9 31 14 17 5 41 24 41 10 7 24 2 21 18 10 12 39 4 ]
[ 16 42 34 4 36 32 8 14 10 1 49 11 24 47 10 35 10 30 27 40 33 27 1 14 29 8 17 25 9 4 13 26 25 1 12 18 1 43 6 15 39 31 2 23 31 15 3 13 25 38 6 11 8 9 28 7 18 50 22 0 45 49 2 47 9 21 16 48 28 6 39 36 9 41 2 17 44 28 21 37 48 34 9 24 25 42 18 25 50 48 40 15 33 2 38 15 2 13 42 10 ]
[ 36 50 16 38 19 44 16 31 3 24 26 47 25 11 34 44 5 2 4 2 18 8 34 41 8 40 17 40 9 32 37 5 32 31 33 45 47 39 14 14 50 2 1 35 32 19 44 33 14 43 43 35 20 15 45 2 38 15 43 45 0 24 12 22 20 38 48 48 31 12 7 39 50 49 29 33 44 17 22 27 29 37 33 31 1 11 38 18 30 23 47 41 4 43 29 2 1 15 2 50 ]
[ 12 36 50 42 31 14 50 31 9 5 49 6 23 20 45 26 6 24 29 19 30 23 50 2 32 12 27 15 21 31 18 36 34 22 27 22 24 46 39 20 16 3 23 45 11 36 49 37 46 43 46 43 39 13 12 35 2 25 10 49 24 0 26 41 50 3 44 10 41 11 32 26 17 33 27 23 20 34 28 11 20 22 19 36 31 8 7 38 31 16 22 18 14 9 13 29 15 8 7 5 ]
[ 28 48 2 18 19 24 13 22 24 18 32 14 47 47 44 24 39 27 39 9 30 19 43 23 28 10 10 31 7 44 26 19 12 40 14 48 4 28 23 26 18 47 33 22 37 16 45 48 11 42 28 13 39 50 12 23 12 38 20 2 12 26 0 23 41 6 39 37 44 35 41 5 49 44 33 26 14 34 29 29 18 34 41 20 18 50 2 50 29 17 41 33 11 42 18 43 28 19 3 44 ]
